Node;Closeness Centrality
5;0.25862068965517243
1;0.2553191489361702
23;0.22900763358778625
60;0.22727272727272727
61;0.22727272727272727
51;0.22556390977443608
43;0.22388059701492538
21;0.21660649819494585
56;0.21052631578947367
11;0.20905923344947736
32;0.20905923344947736
58;0.20905923344947736
33;0.20761245674740483
57;0.20761245674740483
34;0.20689655172413793
35;0.20689655172413793
6;0.20618556701030927
7;0.20618556701030927
30;0.20618556701030927
36;0.20618556701030927
59;0.20618556701030927
2;0.20408163265306123
41;0.2033898305084746
44;0.2033898305084746
9;0.19480519480519481
19;0.18867924528301888
31;0.18867924528301888
40;0.1875
45;0.1875
52;0.18633540372670807
8;0.1834862385321101
37;0.17857142857142858
55;0.17804154302670624
54;0.17647058823529413
42;0.17595307917888564
46;0.17595307917888564
3;0.17543859649122806
10;0.17543859649122806
18;0.17142857142857143
26;0.17045454545454544
53;0.1694915254237288
22;0.16901408450704225
39;0.16853932584269662
50;0.16806722689075632
38;0.16393442622950818
12;0.16348773841961853
48;0.16304347826086957
29;0.16172506738544473
28;0.16042780748663102
20;0.15915119363395225
27;0.15625
17;0.15113350125944586
24;0.15
4;0.14962593516209477
25;0.14492753623188406
16;0.14354066985645933
49;0.14285714285714285
47;0.14218009478672985
14;0.13921113689095127
15;0.13921113689095127
13;0.136986301369863
